DocumentID,Date,SalePrice,PropertyID,PropertyType,ym,zhvi_px,zhvi_idx,AdjSalePrice,NbrLivingUnits,SqFtLot,SqFtTotLiving,SqFtFinBasement,Bathrooms,Bedrooms,BldgGrade,YrBuilt,YrRenovated,TrafficNoise,LandVal,ImpsVal,ZipCode,NewConstruction
2681,9/10/12,650000,1068000575,Single Family,9/1/12,329600,0.757352941,858252,1,6960,2280,1000,1.75,3,8,1950,0,0,539000,289000,98199,FALSE
2682,11/22/06,675000,1068000615,Single Family,11/1/06,421200,0.967830882,697436,1,8466,2200,1100,1.5,3,7,1939,0,0,448000,275000,98199,FALSE
2683,9/5/06,545000,1068000635,Single Family,9/1/06,414800,0.953125,571803,1,6985,1690,450,1,2,7,1941,0,0,380000,217000,98199,FALSE
2684,4/30/10,1621620,1069000030,Single Family,4/1/10,349100,0.802159926,2021567,1,8626,4120,1140,3.25,5,10,1941,0,1,566000,870000,98199,FALSE
2685,3/2/09,1700000,1069000060,Single Family,3/1/09,369800,0.849724265,2000649,1,8549,3930,1240,3.5,5,9,1939,0,1,566000,915000,98199,FALSE
2686,2/29/12,1630000,1069000070,Single Family,2/1/12,312300,0.717601103,2271457,1,12793,4590,1000,3.25,5,11,1928,0,1,831000,1448000,98199,FALSE
2687,4/18/07,2450000,1069000185,Single Family,4/1/07,430900,0.990119485,2474449,1,9870,4640,1070,3.25,3,10,1947,2005,0,642000,1192000,98199,FALSE
2688,3/22/13,1220000,1070000220,Single Family,3/1/13,351600,0.807904412,1510080,1,4354,3650,710,4.5,4,10,2010,0,0,340000,924000,-1,FALSE
2689,9/30/10,260000,1070100040,Townhouse,9/1/10,337200,0.774816176,335563,1,874,1570,0,2.5,2,8,2010,0,0,72000,274000,-1,TRUE
2690,6/1/07,369000,1072000260,Single Family,6/1/07,433200,0.995404412,370704,1,11440,1780,430,1.75,3,8,1977,0,0,156000,177000,98059,FALSE
2691,3/13/07,439950,1072010310,Single Family,3/1/07,429600,0.987132353,445685,1,11340,2540,870,2.75,4,9,1978,0,0,156000,238000,98059,FALSE
2692,8/17/09,389950,1072030170,Single Family,8/1/09,352600,0.810202206,481300,1,13050,2170,0,2.25,4,9,1981,0,0,156000,247000,98059,FALSE
2693,9/27/06,335000,1072030250,Single Family,9/1/06,414800,0.953125,351475,1,12780,2200,730,1.75,4,9,1982,0,0,156000,236000,98059,FALSE
2694,11/29/06,405500,1072030250,Single Family,11/1/06,421200,0.967830882,418978,1,12780,2200,730,1.75,4,9,1982,0,0,156000,236000,98059,FALSE
2695,2/15/06,305500,1072100035,Single Family,2/1/06,387600,0.890625,343018,1,8640,1150,0,1,2,6,1952,0,0,180000,91000,98133,FALSE
2696,4/10/08,215000,1073100045,Single Family,4/1/08,411700,0.946001838,227272,1,7695,1250,0,1,3,7,1953,0,0,170000,143000,98133,FALSE
2697,10/30/06,380000,1074100085,Single Family,10/1/06,418300,0.961167279,395353,1,8121,1380,0,2,3,7,1953,0,1,170000,121000,98133,FALSE
2698,6/11/07,360000,1075100010,Single Family,6/1/07,433200,0.995404412,361662,1,8256,1440,0,1.5,2,7,1953,0,0,180000,131000,98133,FALSE
2699,6/8/06,347000,1076100015,Single Family,6/1/06,404400,0.929227941,373428,1,8084,1540,0,1,3,7,1953,0,0,180000,132000,98133,FALSE
2700,5/25/06,334000,1079100045,Single Family,5/1/06,400600,0.920496324,362848,1,9045,1590,0,1,4,7,1955,0,0,190000,156000,98133,FALSE
2701,7/5/11,345000,1079450410,Single Family,7/1/11,314100,0.721737132,478013,1,10240,2510,1100,2.5,5,8,1984,0,0,156000,236000,98059,FALSE
2702,10/9/06,403000,1079600060,Single Family,10/1/06,418300,0.961167279,419282,1,12992,2190,0,2,3,8,1969,0,0,136000,132000,98030,FALSE
2703,8/1/08,310000,1080300050,Single Family,8/1/08,397900,0.914292279,339060,1,9800,1590,490,1.75,3,7,1978,0,0,138000,164000,98059,FALSE
2704,4/27/07,375000,1081300400,Single Family,4/1/07,430900,0.990119485,378742,1,11050,1600,0,1.75,4,8,1969,0,0,143000,177000,98059,FALSE
2705,12/17/09,365000,1081300450,Single Family,12/1/09,350600,0.805606618,453075,1,11050,2080,0,2.5,4,8,1969,0,0,143000,212000,98059,FALSE
2706,1/11/11,350000,1081800180,Single Family,1/1/11,328100,0.75390625,464249,1,11200,2240,780,2.5,4,8,1973,0,0,143000,246000,98059,FALSE
2707,9/25/13,365000,1081800180,Single Family,9/1/13,377500,0.867417279,420789,1,11200,2240,780,2.5,4,8,1973,0,0,143000,246000,98059,FALSE
2708,8/2/06,449000,1081800190,Single Family,8/1/06,411100,0.944623162,475322,1,11439,2240,780,2.5,4,8,1972,0,0,143000,222000,98059,FALSE
2709,2/26/08,367000,1081800190,Single Family,2/1/08,418400,0.961397059,381736,1,11439,2240,780,2.5,4,8,1972,0,0,143000,222000,98059,FALSE
2710,10/13/06,354000,1081800430,Single Family,10/1/06,418300,0.961167279,368302,1,10640,1930,0,1.75,4,8,1973,0,0,143000,206000,98059,FALSE
2711,7/12/06,395000,1081800450,Single Family,7/1/06,407700,0.936810662,421643,1,10920,1900,0,2.25,4,8,1973,0,0,143000,205000,98059,FALSE
2712,4/14/08,415000,1081800500,Single Family,4/1/08,411700,0.946001838,438688,1,11060,2370,780,2.5,4,8,1972,0,0,143000,229000,98059,FALSE
2713,10/30/06,1100000,1084000006,Single Family,10/1/06,418300,0.961167279,1144442,1,5500,2280,840,1.75,3,8,1951,0,0,726000,347000,98112,FALSE
2714,11/27/06,1030000,1084000007,Single Family,11/1/06,421200,0.967830882,1064236,1,6600,2960,1360,2.5,4,8,1951,0,0,825000,377000,98112,FALSE
2715,1/19/12,950000,1084000107,Single Family,1/1/12,311600,0.715992647,1326829,1,6000,2870,1140,2.25,4,8,1951,0,0,825000,512000,98112,FALSE
2716,12/7/07,767000,1085610030,Single Family,12/1/07,425200,0.977022059,785039,1,74495,2790,0,2.5,4,9,1997,0,0,289000,402000,98053,FALSE
2717,10/28/13,385000,1085622540,Single Family,10/1/13,380400,0.874080882,440463,1,5102,2560,0,2.75,4,8,2013,0,0,92000,332000,-1,TRUE
2718,11/14/13,352470,1085623050,Single Family,11/1/13,382600,0.879136029,400928,1,3972,1964,0,2.5,4,9,2013,0,0,92000,280000,-1,TRUE
2719,7/9/13,332450,1085623080,Single Family,7/1/13,370700,0.851792279,390295,1,3640,1800,0,2.5,4,9,2013,0,0,92000,271000,-1,TRUE
2720,8/15/12,383266,1085623120,Single Family,8/1/12,327500,0.752527574,509305,1,4242,2425,0,2.5,4,9,2012,0,0,92000,331000,-1,TRUE
2721,6/18/12,341950,1085623170,Single Family,6/1/12,322000,0.739889706,462163,1,3920,2156,0,2.5,4,9,2012,0,0,92000,310000,-1,TRUE
2722,10/24/12,364950,1085623190,Single Family,10/1/12,332400,0.763786765,477817,1,3920,2425,0,2.5,4,9,2012,0,0,92000,331000,-1,FALSE
2723,10/11/13,378950,1085623250,Single Family,10/1/13,380400,0.874080882,433541,1,4071,2544,0,2.5,4,9,2013,0,0,92000,325000,-1,TRUE
2724,4/12/13,391560,1085623440,Single Family,4/1/13,356000,0.818014706,478671,1,5349,2502,0,2.5,4,9,2013,0,0,92000,331000,-1,TRUE
2725,9/20/12,405568,1085623470,Single Family,9/1/12,329600,0.757352941,535507,1,4900,2597,0,2.5,4,9,2012,0,0,92000,341000,-1,TRUE
2726,1/20/06,395000,1086100240,Single Family,1/1/06,383200,0.880514706,448601,1,9087,970,0,1.75,3,7,1962,0,0,241000,137000,98033,FALSE
2727,3/21/06,437000,1086100280,Single Family,3/1/06,392100,0.900965074,485035,1,8432,1400,0,1.75,3,7,1972,0,0,236000,200000,98033,FALSE
2728,7/12/06,400000,1087500040,Single Family,7/1/06,407700,0.936810662,426981,1,10790,1270,0,1.75,3,7,1956,0,0,241000,114000,98033,FALSE
2729,9/7/07,565000,1087900005,Single Family,9/1/07,433500,0.99609375,567216,1,11920,1490,0,1.75,3,7,1961,0,0,241000,207000,98033,FALSE
2730,3/25/09,550000,1087900020,Single Family,3/1/09,369800,0.849724265,647269,1,11920,1770,0,2.25,3,7,1959,0,0,241000,247000,98033,FALSE
2731,5/9/07,490000,1087900060,Single Family,5/1/07,432100,0.992876838,493515,1,17877,2760,1380,2.5,4,7,1963,0,0,237000,305000,98033,FALSE
2732,3/10/10,538500,1088000050,Single Family,3/1/10,350300,0.804917279,669013,1,10548,1970,670,1.75,3,8,1973,0,0,241000,288000,98033,FALSE
2733,10/2/07,660000,1088010080,Single Family,10/1/07,431300,0.991038603,665968,1,7176,2110,560,3,3,8,1973,0,0,236000,322000,98033,FALSE
2734,7/3/06,628950,1088030010,Single Family,7/1/06,407700,0.936810662,671374,1,8996,2040,780,2.75,4,8,1974,0,1,211000,310000,98033,FALSE
2735,8/30/06,497500,1088030050,Single Family,8/1/06,411100,0.944623162,526665,1,8625,1830,270,2.25,4,8,1975,0,1,211000,272000,98033,FALSE
2736,11/7/14,1225000,1088100230,Single Family,11/1/14,410700,0.943704044,1298076,1,24708,3340,0,3.5,4,10,2014,0,0,454000,605000,-1,TRUE
2737,8/26/10,1530000,1088100450,Single Family,8/1/10,339900,0.781020221,1958976,1,35046,4590,0,4,5,10,2008,0,0,677000,739000,-1,TRUE
2738,1/3/06,291000,1088400020,Single Family,1/1/06,383200,0.880514706,330489,1,7200,2240,1120,1.75,5,6,1963,0,0,105000,200000,98059,FALSE
2739,12/26/06,330000,1088400190,Single Family,12/1/06,423400,0.972886029,339197,1,10125,1120,0,1,3,6,1961,0,0,105000,146000,98059,FALSE
2740,4/26/06,476251,1088650010,Single Family,4/1/06,396500,0.911075368,522735,1,4847,2420,0,2.5,4,8,2006,0,0,175000,328000,-1,TRUE
2741,2/14/06,478264,1088650030,Single Family,2/1/06,387600,0.890625,536998,1,4507,2420,0,2.5,5,8,2006,0,0,175000,328000,98028,TRUE
2742,3/20/06,412191,1088650050,Single Family,3/1/06,392100,0.900965074,457499,1,4507,2420,0,2.5,4,8,2006,0,0,175000,328000,98028,TRUE
2743,4/28/06,419766,1088650220,Single Family,4/1/06,396500,0.911075368,460737,1,4497,2180,0,2.5,4,8,2006,0,0,175000,308000,98028,TRUE
2744,7/7/11,317500,1088650220,Single Family,7/1/11,314100,0.721737132,439911,1,4497,2180,0,2.5,4,8,2006,0,0,175000,308000,98028,FALSE
2745,2/7/11,439000,1088650270,Single Family,2/1/11,325000,0.746783088,587855,1,5596,2710,0,2.5,4,8,2005,0,0,175000,351000,98028,FALSE
2746,7/19/06,425613,1088650300,Single Family,7/1/06,407700,0.936810662,454321,1,6293,2180,0,2.5,4,8,2006,0,0,175000,303000,-1,TRUE
2747,5/9/07,544500,1088650310,Single Family,5/1/07,432100,0.992876838,548406,1,5493,2320,0,2.5,4,8,2004,0,0,175000,307000,98028,FALSE
2748,2/23/12,830000,1088700250,Single Family,2/1/12,312300,0.717601103,1156631,1,11297,3210,0,2.5,4,10,1988,0,0,486000,455000,98007,FALSE
2749,1/2/07,900000,1088700280,Single Family,1/1/07,425600,0.977941176,920301,1,10810,3980,0,2.5,4,10,1988,0,0,486000,511000,98007,FALSE
2750,6/22/06,835000,1088700430,Single Family,6/1/06,404400,0.929227941,898595,1,9001,3100,0,2.25,4,10,1988,0,0,486000,455000,98007,FALSE
2751,12/1/06,1099000,1088700430,Single Family,12/1/06,423400,0.972886029,1129629,1,9001,3100,0,2.25,4,10,1988,0,0,486000,455000,98007,FALSE
2752,4/17/06,630000,1088800320,Single Family,4/1/06,396500,0.911075368,691491,1,11148,3230,0,3.5,4,9,1996,0,0,255000,413000,98011,FALSE
2753,2/28/06,553000,1088800360,Single Family,2/1/06,387600,0.890625,620912,1,9631,2570,0,2.5,4,9,1991,0,0,255000,287000,98011,FALSE
2754,7/15/11,482500,1088800800,Single Family,7/1/11,314100,0.721737132,668526,1,10211,2680,0,2.5,4,9,1992,0,0,255000,426000,98011,FALSE
2755,6/28/11,512000,1088800850,Single Family,6/1/11,315500,0.724954044,706252,1,12261,2730,0,2.5,4,9,1991,0,0,255000,356000,98011,FALSE
2756,7/17/08,615000,1088800950,Single Family,7/1/08,400300,0.919806985,668619,1,9616,2720,0,2.5,4,9,1994,0,0,255000,425000,98011,TRUE
2757,6/2/10,485000,1088801160,Single Family,6/1/10,345800,0.794577206,610388,1,9600,2430,0,2.5,3,9,1991,0,0,255000,323000,98011,FALSE
2758,11/20/06,620000,1088801230,Single Family,11/1/06,421200,0.967830882,640608,1,9600,3170,0,2.5,4,9,1991,0,0,255000,394000,98011,FALSE
2759,8/19/10,700000,1088900070,Single Family,8/1/10,339900,0.781020221,896264,1,41926,2770,0,1.75,3,8,1958,0,0,681000,198000,98033,FALSE
2760,2/14/07,929500,1090000036,Single Family,2/1/07,427800,0.982996324,945578,1,8400,3210,1170,2,4,7,1914,0,0,215000,440000,98136,FALSE
2761,3/10/10,343950,1090000075,Single Family,3/1/10,350300,0.804917279,427311,1,4200,1020,0,1,2,6,1923,0,0,194000,190000,98136,FALSE
2762,4/14/08,415000,1091300060,Single Family,4/1/08,411700,0.946001838,438688,1,6580,1810,0,2.5,4,7,2001,0,0,167000,188000,98059,FALSE
2763,11/9/10,377400,1091310140,Single Family,11/1/10,332700,0.764476103,493671,1,5589,2350,0,2.75,4,7,2001,0,0,167000,221000,98059,FALSE
2764,7/6/07,372000,1091500440,Single Family,7/1/07,434200,0.997702206,372857,1,7200,2124,864,2.25,4,7,1986,0,0,119000,128000,98031,FALSE
2765,1/10/06,455000,1093000080,Single Family,1/1/06,383200,0.880514706,516743,1,4480,1820,910,1.75,4,7,1947,0,0,309000,269000,98115,FALSE
2766,1/23/07,528500,1093000095,Single Family,1/1/07,425600,0.977941176,540421,1,6180,1470,400,1.75,4,7,1943,0,0,340000,137000,98115,FALSE
2767,1/25/06,549000,1093000140,Single Family,1/1/06,383200,0.880514706,623499,1,5073,1840,620,2,4,7,1910,0,0,333000,275000,98115,FALSE
2768,4/25/07,619990,1093000140,Single Family,4/1/07,430900,0.990119485,626177,1,5073,1840,620,2,4,7,1910,0,0,333000,275000,98115,FALSE
2769,8/21/08,469000,1093000200,Single Family,8/1/08,397900,0.914292279,512965,1,4532,1600,690,1,3,7,1948,0,0,316000,209000,98115,FALSE
2770,4/17/07,356000,1096100030,Single Family,4/1/07,430900,0.990119485,359553,1,7040,1150,290,1.5,5,7,1950,0,0,137000,213000,98155,FALSE
2771,11/27/06,277000,1099600090,Single Family,11/1/06,421200,0.967830882,286207,1,6566,1290,0,1,3,7,1976,0,0,58000,160000,98023,FALSE
2772,9/6/11,213200,1099600200,Single Family,9/1/11,312000,0.716911765,297387,1,6400,1740,650,3,4,7,1976,0,0,58000,181000,98023,TRUE
2773,2/28/06,264900,1099600330,Single Family,2/1/06,387600,0.890625,297432,1,6400,1540,0,1,4,7,1970,0,0,58000,123000,98023,FALSE
2774,7/31/07,259000,1099600360,Single Family,7/1/07,434200,0.997702206,259596,1,6200,1310,0,1,3,7,1969,0,0,58000,129000,98023,FALSE
2775,7/29/09,198000,1099600540,Single Family,7/1/09,354400,0.814338235,243142,1,6600,1120,0,1,2,7,1970,0,0,58000,116000,98023,FALSE
2776,3/26/15,160000,1099600620,Single Family,3/1/15,423200,0.972426471,164537,1,6497,960,0,1.5,3,7,1970,0,0,58000,122000,98023,FALSE
2777,1/30/07,263500,1099610260,Single Family,1/1/07,425600,0.977941176,269444,1,12705,1250,0,1.75,4,7,1971,0,0,58000,131000,98023,FALSE
2778,11/20/06,257000,1099610330,Single Family,11/1/06,421200,0.967830882,265542,1,7290,1290,0,1,3,7,1976,0,0,58000,139000,98023,FALSE
2779,10/2/06,365000,1099611080,Single Family,10/1/06,418300,0.961167279,379747,1,6400,3184,1416,2.5,3,7,1977,0,0,58000,241000,98023,FALSE
2780,12/6/06,258000,1099611250,Single Family,12/1/06,423400,0.972886029,265190,1,6400,1160,0,1.5,4,7,1976,0,0,58000,136000,98023,FALSE
2781,6/21/12,248000,1099760130,Single Family,6/1/12,322000,0.739889706,335185,1,5616,2210,810,2.25,5,7,1975,0,0,64000,183000,98023,FALSE
2782,3/17/09,290000,1099760180,Single Family,3/1/09,369800,0.849724265,341287,1,7600,2580,860,2.5,4,7,1975,0,0,64000,200000,98023,FALSE
2783,12/7/06,283500,1099760240,Single Family,12/1/06,423400,0.972886029,291401,1,6300,2060,1000,2.25,4,7,1976,0,0,64000,150000,98023,FALSE
2784,4/21/06,259500,1099760410,Single Family,4/1/06,396500,0.911075368,284828,1,7200,1300,0,2,3,7,1975,0,0,64000,151000,98023,FALSE
2785,10/13/10,236000,1099900120,Single Family,10/1/10,334700,0.769071691,306863,1,8414,2340,1060,2.5,3,7,1993,0,0,93000,203000,98188,FALSE
2786,12/28/06,850000,1099950050,Single Family,12/1/06,423400,0.972886029,873689,1,8244,3880,820,3.5,4,10,2007,0,0,75000,615000,-1,TRUE
2787,5/21/07,915000,1099950060,Single Family,5/1/07,432100,0.992876838,921564,1,16225,3040,580,3.5,4,10,2007,0,0,87000,546000,98019,TRUE
2788,5/28/13,574500,1099950090,Single Family,5/1/13,360700,0.828814338,693159,1,6416,3280,0,2.5,4,10,2013,0,0,83000,553000,98019,TRUE
2789,8/29/13,90000,1099950130,Single Family,8/1/13,374300,0.860064338,104643,1,8934,2850,0,2.5,4,9,2013,0,0,77000,444000,-1,FALSE
2790,2/22/06,380000,1102000100,Single Family,2/1/06,387600,0.890625,426667,1,8576,2320,1100,2.5,5,7,1965,0,0,326000,136000,98118,FALSE
2791,6/16/09,699999,1102000113,Single Family,6/1/09,357100,0.820542279,853093,1,8162,2950,0,2.5,4,9,2007,0,0,257000,518000,-1,TRUE
2792,12/13/12,548000,1102000237,Single Family,12/1/12,339400,0.779871324,702680,1,11201,2420,1000,2.75,4,8,1948,1999,0,392000,265000,98118,FALSE
2793,10/25/11,840000,1102000514,Single Family,10/1/11,312000,0.716911765,1171692,1,9804,3400,850,3.5,5,9,2008,0,0,275000,632000,-1,FALSE
2794,3/2/06,410000,1102000523,Single Family,3/1/06,392100,0.900965074,455068,1,5940,1310,250,1.75,2,7,1921,0,0,293000,263000,98118,FALSE
2795,9/3/09,300000,1102001090,Single Family,9/1/09,351800,0.808363971,371120,1,6208,1380,250,1,3,7,1927,0,0,288000,190000,98118,FALSE
2796,4/23/07,575000,1102001112,Single Family,4/1/07,430900,0.990119485,580738,1,7000,1950,500,2.25,4,8,1957,0,0,317000,220000,98118,FALSE
2797,4/17/06,1150000,1102001135,Single Family,4/1/06,396500,0.911075368,1262245,1,10472,3520,1080,3,3,8,1942,1999,1,395000,389000,98118,FALSE
2798,2/1/12,770000,1102001198,Single Family,2/1/12,312300,0.717601103,1073020,1,9847,3140,930,3.5,4,9,2011,0,0,275000,664000,-1,TRUE
2799,4/18/06,479000,1102001216,Single Family,4/1/06,396500,0.911075368,525752,1,6480,1810,0,1.75,3,8,1956,0,0,234000,239000,98118,FALSE
2800,1/15/10,746500,1102001274,Single Family,1/1/10,350800,0.806066176,926103,1,12825,3400,0,2.25,3,9,1961,0,0,395000,423000,98118,FALSE
2801,9/8/11,318000,1105000065,Single Family,9/1/11,312000,0.716911765,443569,1,14732,1540,0,1.5,3,7,1965,0,0,235000,172000,98118,FALSE
2802,2/28/06,361000,1105000229,Single Family,2/1/06,387600,0.890625,405333,1,5260,2110,440,3,5,7,2002,0,0,159000,271000,98118,FALSE
2803,10/4/11,297500,1105000292,Single Family,10/1/11,312000,0.716911765,414974,1,5600,1560,500,1,3,7,1960,0,0,163000,162000,98118,FALSE
2804,3/20/12,445000,1105000310,Single Family,3/1/12,313600,0.720588235,617551,1,10113,2110,690,3,4,7,1919,2011,0,207000,333000,98118,FALSE
2805,5/26/11,185000,1105000363,Townhouse,5/1/11,316900,0.728170956,254061,1,1176,1110,160,1.5,2,7,2009,0,0,122000,204000,-1,FALSE
2806,6/20/11,189000,1105000373,Townhouse,6/1/11,315500,0.724954044,260706,1,986,1110,160,1.5,2,7,2009,0,0,122000,204000,-1,FALSE
2807,7/28/11,192500,1105000377,Townhouse,7/1/11,314100,0.721737132,266718,1,1513,1110,160,1.5,2,7,2009,0,0,128000,206000,-1,FALSE
2808,9/21/07,350000,1105000424,Townhouse,9/1/07,433500,0.99609375,351373,1,1370,820,0,2,3,7,2010,0,0,69000,141000,-1,FALSE
2809,5/18/06,260000,1105000432,Single Family,5/1/06,400600,0.920496324,282456,1,8370,1440,0,1.5,3,7,1977,0,0,119000,150000,98118,FALSE
2810,3/24/08,246000,1105000434,Single Family,3/1/08,415100,0.953814338,257912,1,8370,1760,880,2,3,6,1947,0,0,119000,205000,98118,TRUE
2811,12/22/11,210000,1108000110,Single Family,12/1/11,311900,0.716681985,293017,1,6000,1700,680,1.5,4,7,1959,0,0,110000,164000,98118,FALSE
2812,5/17/06,360000,1109000115,Single Family,5/1/06,400600,0.920496324,391093,1,4200,1540,400,1,2,7,1911,0,1,135000,377000,98118,FALSE
2813,9/26/06,395000,1109000115,Single Family,9/1/06,414800,0.953125,414426,1,4200,1540,400,1,2,7,1911,0,1,135000,377000,98118,FALSE
2814,8/26/09,448000,1109000115,Single Family,8/1/09,352600,0.810202206,552948,1,4200,1540,400,1,2,7,1911,0,1,135000,377000,98118,FALSE
2815,2/10/06,317000,1109000175,Single Family,2/1/06,387600,0.890625,355930,1,3757,1950,790,2,4,6,1908,0,1,125000,255000,98118,FALSE
2816,5/24/07,374000,1109000255,Single Family,5/1/07,432100,0.992876838,376683,1,3840,1810,980,2,4,6,1910,0,0,135000,234000,98118,FALSE
2817,12/1/06,320000,1109000260,Single Family,12/1/06,423400,0.972886029,328918,1,4032,1330,0,1,3,6,1919,0,0,137000,230000,98118,FALSE
2818,10/26/11,308000,1109000260,Single Family,10/1/11,312000,0.716911765,429621,1,4032,1330,0,1,3,6,1919,0,0,137000,230000,98118,FALSE
2819,11/13/06,285000,1109000320,Single Family,11/1/06,421200,0.967830882,294473,1,3405,1220,0,2.25,3,7,1910,0,0,127000,288000,98118,FALSE
2820,5/10/07,444000,1109000320,Single Family,5/1/07,432100,0.992876838,447185,1,3405,1220,0,2.25,3,7,1910,0,0,127000,288000,98118,FALSE
2821,2/17/11,460000,1109000395,Single Family,2/1/11,325000,0.746783088,615975,1,7900,1890,0,1.75,3,8,1911,0,1,180000,407000,98118,FALSE
2822,2/11/14,589990,1112000031,Single Family,2/1/14,389800,0.895680147,658706,1,4977,1990,0,2.25,3,9,2012,0,0,153000,487000,98118,FALSE
2823,7/18/07,414000,1112000140,Single Family,7/1/07,434200,0.997702206,414953,1,5000,1830,0,2,3,7,1917,1992,0,154000,274000,98118,FALSE
2824,1/2/07,537000,1112500040,Single Family,1/1/07,425600,0.977941176,549113,1,8528,1680,670,1.75,3,7,1965,0,0,521000,149000,98033,FALSE
2825,8/12/13,379950,1112630170,Single Family,8/1/13,374300,0.860064338,441769,1,5800,2990,0,2.5,4,8,2013,0,0,90000,367000,-1,TRUE
2826,6/9/10,305000,1112630230,Single Family,6/1/10,345800,0.794577206,383852,1,5663,2270,0,2.5,3,8,2010,0,0,90000,288000,-1,TRUE
2827,11/15/10,343305,1112630250,Single Family,11/1/10,332700,0.764476103,449072,1,7926,2380,0,2.5,4,8,2010,0,0,90000,294000,-1,TRUE
2828,3/24/06,410000,1112700060,Single Family,3/1/06,392100,0.900965074,455068,1,12750,1260,0,1.75,3,7,1979,0,0,227000,116000,98034,FALSE
2829,2/15/12,255000,1112700130,Single Family,2/1/12,312300,0.717601103,355351,1,8560,1440,0,1.75,3,7,1979,0,0,200000,189000,98034,FALSE
2830,8/16/06,270000,1113000200,Single Family,8/1/06,411100,0.944623162,285828,1,7200,1280,0,1.5,3,7,1962,0,0,70000,141000,98198,FALSE
2831,6/10/06,249950,1113000290,Single Family,6/1/06,404400,0.929227941,268987,1,7962,960,0,1,3,7,1964,0,0,70000,91000,98198,FALSE
2832,7/3/06,353000,1115100119,Single Family,7/1/06,407700,0.936810662,376810,1,7803,1920,840,2,4,7,1962,0,0,163000,160000,98155,FALSE
2833,7/23/07,305000,1115100155,Single Family,7/1/07,434200,0.997702206,305702,1,6250,1710,580,2.25,3,7,1976,0,1,150000,167000,98155,FALSE
2834,1/31/08,460000,1115100155,Single Family,1/1/08,421900,0.969439338,474501,1,6250,1710,580,2.25,3,7,1976,0,1,150000,167000,98155,FALSE
2835,9/21/06,315000,1115100289,Multiplex,9/1/06,414800,0.953125,330492,2,7566,2300,680,2,4,7,1965,0,2,162000,183000,98155,FALSE
2836,12/22/08,767400,1115300060,Single Family,12/1/08,381600,0.876838235,875190,1,7563,3820,730,3.25,5,9,2008,0,0,300000,521000,98059,TRUE
2837,3/16/10,620000,1115300070,Single Family,3/1/10,350300,0.804917279,770265,1,8414,3040,620,3.5,4,9,2010,0,0,300000,447000,98059,TRUE
2838,12/12/08,685000,1115300080,Single Family,12/1/08,381600,0.876838235,781216,1,4589,3770,710,2.5,4,9,2008,0,0,290000,510000,98059,TRUE
2839,6/5/09,699000,1115300110,Single Family,6/1/09,357100,0.820542279,851876,1,7153,3840,730,3.5,5,9,2008,0,0,290000,531000,98059,TRUE
2840,1/6/14,789000,1115300110,Single Family,1/1/14,387900,0.891314338,885210,1,7153,3840,730,3.5,5,9,2008,0,0,290000,531000,98059,FALSE
2841,9/24/08,765000,1115300120,Single Family,9/1/08,394900,0.907398897,843069,1,5500,3760,720,2.5,4,9,2008,0,0,290000,504000,98059,TRUE
2842,9/9/10,629000,1115300220,Single Family,9/1/10,337200,0.774816176,811805,1,6660,3890,970,3.5,6,9,2010,0,0,290000,502000,98059,TRUE
2843,7/15/08,865000,1115300260,Single Family,7/1/08,400300,0.919806985,940415,1,6660,4450,850,3.5,5,9,2008,0,0,290000,583000,98059,TRUE
2844,5/22/08,859950,1115300270,Single Family,5/1/08,407400,0.936121324,918631,1,6105,4210,930,3.75,6,9,2008,0,0,290000,571000,98059,TRUE
2845,6/27/13,330000,1115450240,Single Family,6/1/13,366100,0.841222426,392286,1,9528,2160,0,2.5,4,9,1992,0,0,98000,251000,98001,FALSE
2846,12/23/11,702000,1115750020,Single Family,12/1/11,311900,0.716681985,979514,1,35298,2930,0,2.5,4,10,1984,0,0,328000,472000,98052,FALSE
2847,1/22/13,653000,1115750190,Single Family,1/1/13,342800,0.787683824,829013,1,35617,3680,1290,2.5,3,10,1985,0,0,328000,469000,98052,FALSE
2848,8/22/13,375000,1115800110,Single Family,8/1/13,374300,0.860064338,436014,1,9471,1310,0,1.5,3,8,1970,0,0,262000,212000,98052,FALSE
2849,6/8/06,525000,1115800120,Single Family,6/1/06,404400,0.929227941,564985,1,8140,1620,0,1.5,4,7,1970,0,0,262000,186000,98052,FALSE
2850,6/15/06,556000,1115800210,Single Family,6/1/06,404400,0.929227941,598346,1,8431,2200,770,2.25,4,7,1972,0,0,262000,229000,98052,FALSE
2851,2/2/10,402500,1115810030,Single Family,2/1/10,350900,0.806295956,499196,1,10959,1930,0,2.25,4,8,1975,0,1,237000,279000,98052,FALSE
2852,2/7/07,575000,1115810060,Single Family,2/1/07,427800,0.982996324,584946,1,10026,2230,800,2.25,3,8,1975,0,1,237000,271000,98052,FALSE
2853,4/29/11,221000,1117000050,Single Family,4/1/11,318700,0.732306985,301786,1,9990,2020,720,2.5,3,7,1961,0,0,91000,118000,98003,FALSE
2854,1/9/09,485000,1117100060,Single Family,1/1/09,378200,0.869025735,558096,1,4602,3050,0,2.5,4,9,2007,0,0,174000,448000,-1,TRUE
2855,10/25/08,533550,1117100070,Single Family,10/1/08,390600,0.897518382,594473,1,7407,2660,0,2.5,4,9,2007,0,0,187000,421000,-1,FALSE
